asset1,asset2,return
MCK,REGN,-0.10408110309013864
MCK,STE,0.28798456209595547
MCK,TMO,-0.0728972185539556
MDT,OGN,0.052291701050007834
MDT,DGX,0.12593696136804503
MDT,REGN,-4.604733713131282e-05
MDT,STE,0.17614738644790648
MDT,TMO,-0.15116632534517804
MRNA,OGN,-0.17912388266265014
MRNA,REGN,-0.4410082963187191
MRNA,STE,-0.3998826192691528
MRNA,TMO,-0.39664977832138204
PKI,TMO,0.005966368145784072
RMD,TMO,0.1460814341411498
SYK,TMO,0.0989671971891314
SYK,WAT,-0.053776796443072816
TFX,TMO,-0.1803022682319602
COO,TMO,0.042890393235880474
COO,WAT,0.05406079542942607
ACN,AAPL,0.564709163650877
ACN,ADP,-0.005422308407745004
ACN,AVGO,0.10069698916759852
ACN,CDNS,0.22464491256295252
ACN,PAYX,-0.016794611752257625
ACN,SNPS,0.17557475625184743
ADBE,AMD,0.22280055348440103
ADBE,AKAM,0.16013715933101222
ADBE,APH,0.05806438162272156
ADBE,AAPL,0.36836444340014773
ADBE,ADP,-0.14210380924982485
ADBE,AVGO,-0.0009598565721949853
ADBE,BR,0.3478053830188149
ADBE,CDNS,-0.1497921578563936
ADBE,CTXS,-0.21295317467416433
ADBE,CTSH,0.011547183097922244
ADBE,ENPH,-0.3304333382348626
ADBE,FTNT,0.011182882539442216
ADBE,IT,0.07216948665333184
ADBE,HPE,0.03849703977316996
ADBE,IBM,0.5263013565482665
ADBE,INTU,-0.039706768188415884
ADBE,JNPR,0.11203500625187357
ADBE,KEYS,-0.18517632008283602
ADBE,KLAC,0.08639349794830879
ADBE,MA,0.1592508356902824
ADBE,MU,-0.38770972862657144
ADBE,MSFT,-0.08109299142171483
ADBE,MPWR,0.43718857828004254
ADBE,MSI,0.12045866160407663
ADBE,NLOK,0.4802107112306551
ADBE,NVDA,-0.241334931711095
ADBE,PAYC,-0.08868647462677094
ADBE,QCOM,0.04542753912974091
ADBE,STX,0.012732790096944663
ADBE,SNPS,0.10389157470053033
ADBE,VRSN,-0.15175615264503664
ADBE,XLNX,-0.19682590897710237
AMD,AAPL,0.5495834804613859
AMD,ADP,-0.2971322139906029
AMD,CDNS,0.38556081813545257
AMD,ENPH,-0.0620839956046424
AMD,MPWR,0.2068302349041411
AMD,PAYX,0.02641842008763575
AMD,SNPS,-0.02735824008905911
AKAM,APH,-0.0687938784564253
AKAM,AAPL,0.4531635848135871
AKAM,BR,0.020526219872625952
AKAM,CTXS,0.14803301888503978
AKAM,FISV,-0.01688535426622926
AKAM,IT,-0.03528947115350937
AKAM,MSI,0.1389116767775586
AKAM,PTC,-0.1322118333742404
APH,ADP,-0.17780309779668663
APH,AVGO,0.23207194286581026
ANSS,AAPL,0.7969283373739174
ANSS,ADP,0.05993856312807155
ANSS,AVGO,0.09917348967324564
ANSS,BR,0.36732437615173286
ANSS,CDNS,0.08997329759753454
ANSS,CTXS,-0.05643853866108286
ANSS,CTSH,0.2728439035288601
ANSS,DXC,-0.26286319046309553
ANSS,ENPH,-0.21827694471423864
ANSS,FISV,0.16523863624898513
ANSS,FLT,0.00948854677049414
ANSS,IT,-0.12181935851552916
ANSS,GPN,0.01964277892214188
ANSS,HPE,-0.11830434931125754
ANSS,HPQ,0.20534357744384105
ANSS,IBM,0.204732508947748
ANSS,JNPR,0.34400545076421346
ANSS,KEYS,0.19950253073885615
ANSS,KLAC,0.2931927294923077
ANSS,MA,0.3814241519112329
ANSS,MCHP,0.03630913138726144
ANSS,MPWR,0.4114380443512753
ANSS,MSI,0.24308959520135948
ANSS,NVDA,-0.07748283700619257
ANSS,PAYX,-0.06328891920622845
ANSS,PAYC,-0.20668466935479882
ANSS,PTC,0.008424098578593985
ANSS,QCOM,0.2680874710604205
ANSS,SNPS,0.00975433885885257
ANSS,V,0.11485345873888059
ANSS,WU,-0.10573018931594037
ANSS,XLNX,-0.008665002614074328
AMAT,ANET,1.1757283290193485
AMAT,ADP,0.4720086399879062
AMAT,AVGO,0.023802203602463122
AMAT,BR,0.2654685739641827
AMAT,CDNS,-0.2266375015785075
AMAT,FLT,0.1873645624978414
AMAT,HPE,0.5798437094900926
AMAT,HPQ,1.346180436960405
AMAT,KEYS,-0.06195345806831319
AMAT,KLAC,-0.06413289252781368
AMAT,MPWR,-0.2826523037790456
AMAT,PTC,0.9349399792076123
AMAT,SNPS,-0.12197307066614041
AMAT,V,-0.0023453034590797325
ADSK,ADP,0.4458033177058521
ADSK,CDNS,0.23684370902987809
ADSK,CTXS,-0.061894599700362304
ADSK,CTSH,-0.08988517379953148
ADSK,ENPH,-0.06827814094565314
ADSK,HPE,0.17186897899438147
ADSK,IBM,0.27144726900296795
ADSK,JNPR,-0.059810884884078694
ADSK,KLAC,0.642291492632296
ADSK,MA,0.11658734690845071
ADSK,MU,-0.14896461106257192
ADSK,MPWR,0.18579161284967965
ADSK,NVDA,-0.008008185027281579
ADSK,QCOM,0.44884625316236054
ADSK,STX,0.3144704462539888
ADSK,SNPS,-0.02378319694535079
ADSK,TER,0.07696896741593504
ADP,AVGO,-0.18185821397648325
ADP,BR,0.3390810680117487
ADP,CDAY,0.19126887579250323
ADP,CSCO,0.1999768290576084
ADP,CTSH,-0.2682470965540735
ADP,FFIV,0.017587361238320737
ADP,FISV,0.2605659731671882
ADP,IT,-0.026904869046745297
ADP,HPQ,0.1386110038537861
ADP,JNPR,-0.24576637687103342
ADP,KEYS,0.04095953734512878
ADP,KLAC,0.6465788674683846
ADP,LRCX,0.2987842133855706
ADP,MA,-0.04186328993482632
ADP,MSFT,-0.1309687676545186
ADP,MSI,0.13517313853940796
ADP,NTAP,0.11106358686657608
ADP,ORCL,0.3470498649763694
ADP,PAYC,-0.08686653871877643
ADP,NOW,0.03669099870256119
ADP,TEL,-0.02592715677273227
ADP,TER,-0.005208716329795861
ADP,TXN,0.10012705248464263
ADP,TRMB,-0.04305617766304931
ADP,TYL,0.12160705348342686
ADP,VRSN,-0.09265107918921538
ADP,ZBRA,-0.12247000712769295
AVGO,CDNS,0.10137351761128142
BR,CDAY,0.21821586336781096
BR,CSCO,0.1734083349011939
BR,CTSH,-0.025660675602431585
BR,GLW,-0.0770009866080081
BR,DXC,-0.21733688234410015
BR,FFIV,0.0748156261939896
BR,FLT,-0.07602192166072025
BR,FTNT,0.030319963230666762
BR,INTC,-0.2801858809675163
BR,KLAC,0.6452487650051172
BR,MA,0.14676515397834794
BR,MU,-0.11022028637283424
BR,MSFT,0.23374573042783042
BR,NTAP,0.12578126336970075
BR,NLOK,0.34772444121308627
BR,PAYX,0.06429387721382168
BR,QRVO,0.656484450457645
BR,QCOM,0.292054687129868
BR,CRM,0.3548440969571474
BR,STX,0.21999938950224604
BR,NOW,0.42045104238319064
BR,SWKS,0.2675959620117703
BR,SNPS,0.48657622758522545
BR,TER,0.05293902607048396
BR,TRMB,0.16369840843684347
BR,TYL,0.2878970712521835
BR,VRSN,0.24393675721800623
BR,V,-0.08610501983474256
BR,XLNX,0.05473662059942377
BR,ZBRA,0.01835885857127316
CDNS,INTU,0.05433153079838958
CDNS,MSFT,0.051466595880003005
