asset1,asset2,pval
CAT,WM,0.06745957342445552
CAT,XYL,0.0736300422709167
CTAS,CPRT,0.5647545914740932
CTAS,CSX,0.4828683368896796
CTAS,CMI,0.4266968747865997
CTAS,DE,0.44252093331454573
CTAS,DAL,0.42536537728837953
CTAS,DOV,0.6017322613442214
CTAS,ETN,0.5869841038352634
CTAS,EMR,0.5122625066524159
CTAS,EFX,0.5491690438103143
CTAS,EXPD,0.4505172444646395
CTAS,FAST,0.40413339088188266
CTAS,FDX,0.43344413134264315
CTAS,FTV,0.39097033070116716
CTAS,FBHS,0.4676562767297008
CTAS,GNRC,0.5098837319788757
CTAS,GD,0.47902147985756144
CTAS,GE,0.4588102273462755
CTAS,HON,0.4312358939142882
CTAS,HWM,0.3867677066027132
CTAS,HII,0.43932018168314246
CTAS,IEX,0.30298695171139417
CTAS,INFO,0.04198672356888272
CTAS,ITW,0.44780997012283685
CTAS,IR,0.399933028043406
CTAS,JBHT,0.33945544668451094
CTAS,J,0.16876360975264032
CTAS,JCI,0.47306394044861727
CTAS,KSU,0.650284588056535
CTAS,LHX,0.41619525994552026
CTAS,LDOS,0.3288345600612832
CTAS,LMT,0.37895435853877163
CTAS,MAS,0.30445352465081804
CTAS,NLSN,0.45792771775902086
CTAS,NSC,0.26337194816640136
CTAS,NOC,0.4295295772426977
CTAS,ODFL,0.26771141293784223
CTAS,OTIS,0.5722195233974857
CTAS,PCAR,0.43095896375605297
CTAS,PH,0.37473245850935294
CTAS,PNR,0.4879752380031755
CTAS,PWR,0.42009123771806894
CTAS,RTX,0.4029543412439358
CTAS,RSG,0.3870484730299731
CTAS,RHI,0.6563278560428001
CTAS,ROK,0.5204817482781882
CTAS,ROL,0.522962119515166
CTAS,ROP,0.6719360228367787
CTAS,SNA,0.44396812051290424
CTAS,LUV,0.4162447054104868
CTAS,SWK,0.44401078000241845
CTAS,TDY,0.6294946450756261
CTAS,TXT,0.21838065587053485
CTAS,TT,0.40501971228861294
CTAS,TDG,0.39931207578440786
CTAS,UNP,0.4439789513961702
CTAS,UAL,0.4182101988820655
CTAS,UPS,0.2095565104307161
CTAS,URI,0.2632568697581919
CTAS,VRSK,0.17066032641865264
CTAS,GWW,0.3644196586478521
CTAS,WAB,0.2422175792535899
CTAS,WM,0.10758753662706183
CTAS,XYL,0.4201792923299473
CPRT,CSX,0.7641417059191682
CPRT,CMI,0.14817194964369673
CPRT,DE,0.7680805485933796
CPRT,DAL,0.665552197939595
CPRT,DOV,0.530836831970096
CPRT,ETN,0.3053103412990943
CPRT,EMR,0.46636791992790266
CPRT,EFX,0.06829488724956097
CPRT,EXPD,0.1983833084064172
CPRT,FAST,0.7801596124464878
CPRT,FDX,0.49234677154784984
CPRT,FTV,0.00739414088842678
CPRT,FBHS,0.25730699608042273
CPRT,GNRC,0.2527329507759969
CPRT,GD,0.23066890571620474
CPRT,GE,0.742643324682772
CPRT,HON,0.13937365496418613
CPRT,HWM,0.1830334666565624
CPRT,HII,0.5001986486897869
CPRT,IEX,0.062351968616331147
CPRT,INFO,0.5094904139563261
CPRT,ITW,0.34626473077205266
CPRT,IR,0.6500470273539398
CPRT,JBHT,0.8065139485474178
CPRT,J,0.7009989442251325
CPRT,JCI,0.3760922836447137
CPRT,KSU,0.378623865900462
CPRT,LHX,0.41439130731542795
CPRT,LDOS,0.4581685263824938
CPRT,LMT,0.031298986770077246
CPRT,MAS,0.5161245990065827
CPRT,NLSN,0.5414813497133992
CPRT,NSC,0.44494508879382344
CPRT,NOC,0.08328148464673624
CPRT,ODFL,0.784060631262576
CPRT,OTIS,0.3540007543600024
CPRT,PCAR,0.7763410601319278
CPRT,PH,0.2401448214298612
CPRT,PNR,0.12537240956945628
CPRT,PWR,0.5755884438863241
CPRT,RTX,0.06403079947007911
CPRT,RSG,0.7628647082252613
CPRT,RHI,0.7892614326468177
CPRT,ROK,0.09377710951061807
CPRT,ROL,0.8171190407395431
CPRT,ROP,0.4779320929575055
CPRT,SNA,0.6956640715868477
CPRT,LUV,0.4615686953548016
CPRT,SWK,0.3142807516656294
CPRT,TDY,0.716221426098848
CPRT,TXT,0.39530951273310083
CPRT,TT,0.07307436036504977
CPRT,TDG,0.7687639438744496
CPRT,UNP,0.780319556115012
CPRT,UAL,0.592599730102644
CPRT,UPS,0.6858881608860631
CPRT,URI,0.25349822646210846
CPRT,VRSK,0.7221975023247574
CPRT,GWW,0.6338260648776121
CPRT,WAB,0.815060908224472
CPRT,WM,0.8369634822655223
CPRT,XYL,0.047121124930400125
CSX,CMI,0.0312838085315923
CSX,DE,0.005112953835047899
CSX,DAL,0.011915808063903502
CSX,DOV,0.006423565424565481
CSX,ETN,0.007061841887828957
CSX,EMR,0.006696833067052288
